start	end	versus	chrom
16539445	16896061	left	chr3
16901643	16959530	right	chr3
16964999	17114440	left	chr3
17120069	17281240	right	chr3
17298532	17689311	left	chr3
17695005	17804313	right	chr3
17821858	17959906	left	chr3
17965497	18091960	right	chr3
18109390	18120611	right	chr3
18126667	18184264	left	chr3
18189659	18396960	right	chr3
18402750	18506208	left	chr3
18511514	18540561	right	chr3
18546013	18695984	left	chr3
18707500	19017586	right	chr3
19023256	19265215	left	chr3
19282032	19454583	right	chr3
19460661	19598328	left	chr3
19604239	19926467	right	chr3
19932054	20173645	left	chr3
20179473	20295375	right	chr3
20301120	20416369	left	chr3
20421724	20479242	right	chr3
20485295	20652047	left	chr3
20657758	20858712	right	chr3
20864393	21071403	left	chr3
21083185	21244000	right	chr3
21250049	21273135	left	chr3
21278359	21422607	right	chr3
21427830	21548695	left	chr3
21560250	21600423	right	chr3
21606514	21704297	left	chr3
21709651	21801872	right	chr3
21813295	21830852	left	chr3
21847599	21865107	left	chr3
21870613	21917138	right	chr3
21922664	21940037	left	chr3
21951181	21974622	left	chr3
21985630	22135150	right	chr3
22147068	22164113	left	chr3
22169603	22313510	right	chr3
22319523	22675738	left	chr3
22681790	22704729	right	chr3
22715839	22865788	left	chr3
22871409	23038389	right	chr3
23055556	23118865	left	chr3
23129835	23210527	right	chr3
23216433	23331227	left	chr3
23337208	23411883	right	chr3
23417828	23515243	left	chr3
23526885	23618805	right	chr3
23624450	23699360	left	chr3
23705044	23727971	right	chr3
23751256	23808814	right	chr3
23814480	23848861	left	chr3
23854454	23958194	right	chr3
23963891	24044529	left	chr3
24049896	24211200	right	chr3
24217049	24320337	left	chr3
24326143	24395171	right	chr3
24406390	24521800	left	chr3
24538909	24654074	right	chr3
24659632	24768744	left	chr3
24780356	24883938	right	chr3
24889332	24981550	left	chr3
24987565	25091072	right	chr3
25096830	25176979	left	chr3
25183053	25275006	right	chr3
25286293	25401144	left	chr3
25407281	25487774	right	chr3
25493210	25619784	left	chr3
25625489	25683145	right	chr3
25688592	25792445	left	chr3
25797934	25878758	right	chr3
25890185	25976196	left	chr3
25982242	26062567	right	chr3
26068333	26160395	left	chr3
26165930	26229437	right	chr3
26234939	26298596	left	chr3
26304066	26361476	right	chr3
26367133	26471065	left	chr3
26476373	26562920	right	chr3
26568335	26655090	left	chr3
26666314	26781462	right	chr3
26793010	26959758	left	chr3
26965551	27477230	right	chr3
27483029	27580632	left	chr3
27586273	27632296	right	chr3
27638192	27724281	left	chr3
27730044	27965794	right	chr3
27971545	27983365	left	chr3
27988932	28058057	right	chr3
28063341	28644273	left	chr3
28650001	28765034	right	chr3
28771070	28788064	left	chr3
28793600	28868603	right	chr3
28874088	28937469	left	chr3
28943390	29000663	right	chr3
29006437	29041387	left	chr3
29046990	29133276	right	chr3
29138669	29299956	left	chr3
29322638	29391718	right	chr3
29397774	29529858	left	chr3
29535700	29581876	right	chr3
29587535	29679450	left	chr3
29684833	29788463	right	chr3
29794138	29874708	left	chr3
29880805	30070181	right	chr3
30076011	30248422	left	chr3
30254147	30271452	right	chr3
30283194	30305902	right	chr3
30311863	30421121	left	chr3
30426849	30852293	right	chr3
30863876	30955869	left	chr3
30972897	31243139	right	chr3
31254580	31352399	left	chr3
31358145	31444609	right	chr3
31450517	31680432	left	chr3
31697735	31979420	left	chr3
31984933	32059700	right	chr3
32071214	32169373	left	chr3
32174924	32341582	right	chr3
32347404	32376275	left	chr3
32399230	32744121	right	chr3
32749694	32974092	left	chr3
32979748	33072062	right	chr3
33083479	33767467	left	chr3
33773473	33986233	right	chr3
33997644	34020571	left	chr3
34026213	34038080	right	chr3
34049331	34176015	right	chr3
34181646	34365678	left	chr3
34371150	34382787	right	chr3
34400275	34411627	right	chr3
34422986	34440572	right	chr3
34446035	34584297	left	chr3
34590025	34744890	right	chr3
34756361	34768199	right	chr3
34773777	34791028	left	chr3
34796656	34998259	right	chr3
35003606	35239684	left	chr3
35245349	35302853	right	chr3
35320174	35337222	right	chr3
35342938	35555996	left	chr3
35561413	35641983	right	chr3
35647583	35664919	left	chr3
35682459	36044396	right	chr3
36050434	36159406	left	chr3
36176942	36274410	right	chr3
36280298	36355208	left	chr3
36360706	36372242	right	chr3
36378126	36412763	left	chr3
36424022	36585153	right	chr3
36590634	36619802	left	chr3
36631089	36642778	left	chr3
36648083	36832399	right	chr3
36837995	37039230	left	chr3
37045310	37114124	right	chr3
37119722	37263802	left	chr3
37269326	37401800	right	chr3
37412838	37510999	left	chr3
37516420	37660241	right	chr3
37665924	37688901	left	chr3
37700826	37712054	left	chr3
37717666	37918956	right	chr3
37924902	37953722	left	chr3
37959120	38045620	right	chr3
38063068	38074609	right	chr3
38080021	38384830	left	chr3
38396302	38632274	right	chr3
38638047	38712745	left	chr3
38729714	39264702	left	chr3
39270506	39345226	right	chr3
39350629	39459992	left	chr3
39465704	39483278	right	chr3
39500353	39529373	right	chr3
39540825	39615519	left	chr3
39620918	39701413	right	chr3
39707289	39759293	left	chr3
39770449	39902905	right	chr3
39908504	39977759	left	chr3
39983097	39995103	right	chr3
40000745	40052409	left	chr3
40057927	40069567	right	chr3
40075137	40086935	left	chr3
40103867	40150040	left	chr3
40167108	40276600	right	chr3
40282503	40385755	left	chr3
40391383	40420268	right	chr3
40425917	40529849	left	chr3
40535568	40745568	right	chr3
40751143	40773931	left	chr3
40779811	40992442	right	chr3
40998188	41124899	left	chr3
41130749	41170944	right	chr3
41182527	41343480	left	chr3
41349137	41452470	right	chr3
41458243	41470134	left	chr3
41475806	41768698	right	chr3
41774751	41981456	left	chr3
41987129	41999025	right	chr3
42004760	42021676	left	chr3
42033348	42337898	left	chr3
42349493	42551132	right	chr3
42568307	42591150	left	chr3
42596654	42740737	right	chr3
42746323	42769238	left	chr3
42774968	42815329	right	chr3
42821109	42953254	left	chr3
42959330	43033801	right	chr3
43039824	43068205	left	chr3
43080045	43246868	right	chr3
43263628	43407737	left	chr3
43413103	43557264	right	chr3
43563032	43655082	left	chr3
43660823	43821657	right	chr3
43838763	43994259	left	chr3
43999659	44189758	right	chr3
44200907	44350796	left	chr3
44356262	44563552	right	chr3
44568868	44666707	left	chr3
44678179	44689901	right	chr3
44701575	44741477	left	chr3
44747224	44776373	right	chr3
44782050	44793388	left	chr3
44804748	44902482	right	chr3
44925642	45144321	left	chr3
45149663	45276639	right	chr3
45282298	45443221	left	chr3
45454791	45609659	right	chr3
45621537	45650157	left	chr3
45655955	45678783	right	chr3
45684401	45776724	left	chr3
45782417	45857268	right	chr3
45862947	45960483	left	chr3
45966178	46127515	right	chr3
46139039	46294092	left	chr3
46299737	46322862	right	chr3
46328722	46443508	left	chr3
46449095	46547168	right	chr3
46553079	46662220	left	chr3
46667743	46748558	right	chr3
46765724	46852040	left	chr3
46857470	46966860	right	chr3
46972389	47081780	left	chr3
47110552	47185139	left	chr3
47190849	47300334	right	chr3
47311778	47415176	left	chr3
47420900	47507491	right	chr3
47513038	47639617	left	chr3
47645465	47679682	right	chr3
47685785	47703085	left	chr3
47719997	47823525	right	chr3
47835329	47961535	left	chr3
47967326	48128582	right	chr3
48139787	48157389	left	chr3
48174529	48266368	left	chr3
48271920	48438829	right	chr3
48444333	48479166	left	chr3
48484721	48507706	right	chr3
48524909	48668908	left	chr3
48680444	48812414	right	chr3
48818372	48916242	left	chr3
48921693	48985024	right	chr3
48990892	49100012	left	chr3
49105687	49123239	right	chr3
49128831	49174840	left	chr3
49180390	49312814	right	chr3
49318362	49473958	left	chr3
49479755	49606310	right	chr3
49611670	49686821	left	chr3
49692580	50066046	right	chr3
50072068	50181304	left	chr3
50187060	50209954	right	chr3
50215507	50463093	left	chr3
50468579	50480209	right	chr3
50491595	50612395	left	chr3
50617979	50704303	right	chr3
50710238	50732973	left	chr3
50738876	50871171	right	chr3
50876783	50968869	left	chr3
50974496	50997635	right	chr3
51014669	51026308	right	chr3
51031992	51106712	left	chr3
51112394	51543713	right	chr3
51549733	51572475	left	chr3
51584290	51595644	left	chr3
51601288	51675912	right	chr3
51681845	51779625	left	chr3
51785150	51854462	right	chr3
51860191	52176354	left	chr3
52182259	52366337	right	chr3
52371665	52429411	left	chr3
52435254	52533135	right	chr3
52538396	52947092	left	chr3
52952462	52969928	right	chr3
52975614	53079170	left	chr3
53085068	53153665	right	chr3
53159787	53320589	left	chr3
53326504	53395345	right	chr3
53407046	53429805	left	chr3
53446933	53504752	left	chr3
53510547	53936136	right	chr3
53941662	54263749	left	chr3
54269453	54292221	right	chr3
54298179	54361389	left	chr3
54367221	54470814	right	chr3
54476415	54493465	left	chr3
54510708	54528193	left	chr3
54533638	54873194	right	chr3
54879016	54896302	left	chr3
54901850	54999507	right	chr3
55005466	55384993	left	chr3
55390337	55436405	right	chr3
55442540	55615136	left	chr3
55620648	55873861	right	chr3
55879562	56045983	left	chr3
56052074	56114976	right	chr3
56121066	56195565	left	chr3
56206831	56270254	right	chr3
56276295	56345019	left	chr3
56351025	56413990	right	chr3
56419705	56500325	left	chr3
56505939	56598273	right	chr3
56603635	56753590	left	chr3
56759207	56983160	right	chr3
56989132	57052339	left	chr3
57058070	57173328	right	chr3
57178643	57322430	left	chr3
57328314	57403314	right	chr3
57408735	57466441	left	chr3
57477899	57863305	right	chr3
57868688	58219444	left	chr3
58225378	58461372	right	chr3
58466666	58535643	left	chr3
58541339	58668258	right	chr3
58673788	58685483	left	chr3
58690903	58823602	right	chr3
58829273	58904121	left	chr3
58909665	58961429	right	chr3
58967052	59433121	left	chr3
59438715	59576886	right	chr3
59582472	59743498	left	chr3
59749084	59863952	right	chr3
59886873	60099808	right	chr3
60105609	60232378	left	chr3
60237898	60433549	right	chr3
60438864	60686325	left	chr3
60703808	60893378	left	chr3
60899043	60985477	right	chr3
60990898	61054627	left	chr3
61065718	61152043	right	chr3
61157591	61301404	left	chr3
61307570	61318980	right	chr3
61324331	61336036	left	chr3
61342080	61353350	right	chr3
61359308	61370679	left	chr3
61376233	61583612	right	chr3
61589027	61646549	left	chr3
61652098	61750302	right	chr3
61756051	61847745	left	chr3
61859297	61962881	right	chr3
61974539	62054953	left	chr3
62071898	62267802	right	chr3
62273137	62284994	left	chr3
62290337	62578210	right	chr3
62583674	62624335	left	chr3
62635617	62934685	left	chr3
62946233	63135791	left	chr3
63141829	63268204	right	chr3
63279540	63417682	left	chr3
63423156	63555409	right	chr3
63561119	63624762	left	chr3
63630155	63739881	right	chr3
63745430	63802960	left	chr3
63814545	64233893	right	chr3
64251531	64297588	left	chr3
64303176	64377711	right	chr3
64383656	64395160	left	chr3
64400938	64521420	right	chr3
64533095	65182846	left	chr3
65188552	65257553	right	chr3
65263396	65344045	left	chr3
65349688	65447480	right	chr3
65453240	65516343	left	chr3
65527904	65671793	right	chr3
65688760	65924545	right	chr3
65947457	66005145	left	chr3
66010865	66131487	right	chr3
66148840	66160347	right	chr3
66166216	66183145	left	chr3
66189015	66246663	right	chr3
66252081	66614602	left	chr3
66620196	66637568	right	chr3
66654667	66666590	right	chr3
66671923	66908032	left	chr3
66924976	67275969	right	chr3
67281490	67379368	left	chr3
67390738	67494248	right	chr3
67500195	67569043	left	chr3
67574820	67810874	right	chr3
67816297	68109705	left	chr3
68115392	68184189	right	chr3
68189880	68288119	left	chr3
68293665	68431667	right	chr3
68437225	68500736	left	chr3
68506114	68948905	right	chr3
68955072	68977762	left	chr3
68983766	69248059	right	chr3
69253799	69271329	left	chr3
69276718	69374508	right	chr3
69380454	69754367	left	chr3
69759757	69857805	right	chr3
69863455	69874973	left	chr3
69880761	69944111	right	chr3
69949394	70145151	left	chr3
70150661	70208158	right	chr3
70214159	70317598	left	chr3
70323280	70392390	right	chr3
70397830	70536345	left	chr3
70541758	70679870	right	chr3
70685373	70748819	left	chr3
70771923	70990139	right	chr3
70996041	71128225	left	chr3
71139933	71174205	right	chr3
71180028	71243536	left	chr3
71249244	71358180	right	chr3
71381224	71415726	left	chr3
71421691	71519160	right	chr3
71525279	71640104	left	chr3
71646080	71766789	right	chr3
71772341	71921925	left	chr3
71939135	72105857	right	chr3
72111715	72324619	left	chr3
72330181	72358648	right	chr3
72364337	72433866	left	chr3
72445006	72519724	right	chr3
72525392	72623615	left	chr3
72628872	72784547	right	chr3
72801626	72934132	left	chr3
72945263	73043163	right	chr3
73048914	73313610	left	chr3
73319034	73445676	right	chr3
73451489	73531898	left	chr3
73543261	73652816	right	chr3
73658228	73744450	left	chr3
73756242	73773397	right	chr3
73778850	73830790	left	chr3
73842080	73946135	right	chr3
73951348	74003188	left	chr3
74009323	74112768	right	chr3
74118493	74198857	left	chr3
74204420	74290865	right	chr3
74296830	74331054	left	chr3
74336744	74492294	right	chr3
74503501	74578313	left	chr3
74601259	74779596	left	chr3
74790917	74952363	right	chr3
74957734	75066939	left	chr3
75072681	75095722	right	chr3
75101704	75239570	left	chr3
75245244	75377801	right	chr3
75389061	75504066	left	chr3
75510049	75711224	right	chr3
75722699	75843503	left	chr3
75848993	75963958	right	chr3
75969958	76079167	left	chr3
76085049	76148272	right	chr3
76153717	76170896	left	chr3
76176636	76286298	right	chr3
76291917	76360899	left	chr3
76389483	76567905	right	chr3
76579237	76613842	left	chr3
76619667	76642461	right	chr3
76654120	76809283	left	chr3
76814860	76918716	right	chr3
76924260	77021984	left	chr3
77045200	77096884	right	chr3
77114326	77131247	right	chr3
77137329	77154549	left	chr3
77159877	77303945	right	chr3
77309334	77419106	left	chr3
77424516	77505315	right	chr3
77510686	77602916	left	chr3
77608350	77643360	right	chr3
77648945	77660179	left	chr3
77665903	77769784	right	chr3
77775351	77844522	left	chr3
77861384	77930639	right	chr3
77936574	78103244	left	chr3
78108914	78229705	right	chr3
78241058	78401950	left	chr3
78407959	78482674	right	chr3
78488436	78580148	left	chr3
78592033	78608912	left	chr3
78631872	78643617	right	chr3
78649531	78810195	left	chr3
78816325	78988456	right	chr3
78994405	79091910	left	chr3
79109379	79592599	right	chr3
79598066	79615243	left	chr3
79621178	79735975	right	chr3
79741655	79804893	left	chr3
79810845	79885624	right	chr3
79891553	80017886	left	chr3
80023496	80115651	right	chr3
80121412	80133003	left	chr3
80144556	80644773	left	chr3
80650558	80667818	right	chr3
80673421	80765288	left	chr3
80770868	80828798	right	chr3
80834146	80937655	left	chr3
80943461	81024338	right	chr3
81035549	81162374	left	chr3
81168046	81237133	right	chr3
81242719	81306125	left	chr3
81311538	81363234	right	chr3
81368907	81472413	left	chr3
81478478	81547383	right	chr3
81552830	81570548	left	chr3
81575950	81662248	right	chr3
81668311	81696819	left	chr3
81702342	81823467	right	chr3
81829238	81915248	left	chr3
81920839	81938501	right	chr3
81949676	81984610	right	chr3
81995645	82024417	left	chr3
82036289	82053178	left	chr3
82064812	82139400	right	chr3
82145565	82277767	left	chr3
82283415	82369676	right	chr3
82375153	82444176	left	chr3
82449899	82553712	right	chr3
82559258	82588301	left	chr3
82594040	82651634	right	chr3
82657275	82760666	left	chr3
82772252	82881412	right	chr3
82887247	82916092	left	chr3
82921561	83122974	right	chr3
83128617	83220515	left	chr3
83226264	83324009	right	chr3
83330043	83560030	left	chr3
83565530	83617448	right	chr3
83628669	83778628	left	chr3
83783859	83847562	right	chr3
83858725	83870166	right	chr3
83876109	83916560	left	chr3
83921853	84111931	right	chr3
84117345	84134786	left	chr3
84140753	84152058	right	chr3
84169461	84422506	right	chr3
84439565	84583636	right	chr3
84588942	84686967	left	chr3
84692613	84750245	right	chr3
84755638	84928143	left	chr3
84934317	84945619	right	chr3
84951564	85101046	left	chr3
85106809	85135269	right	chr3
85140952	85204248	left	chr3
85209916	85371015	right	chr3
85376743	85503608	left	chr3
85514891	85595161	right	chr3
85601113	85744854	left	chr3
85750519	85831141	right	chr3
85836724	85928661	left	chr3
85934532	86078385	right	chr3
86083870	86130159	left	chr3
86135868	86337042	right	chr3
86342737	86883337	left	chr3
86889049	87153609	right	chr3
87159318	87556385	left	chr3
87573283	87947071	right	chr3
87958662	88085200	left	chr3
88091053	88113979	right	chr3
88119584	88148638	left	chr3
88154202	88211653	right	chr3
88217471	88257889	left	chr3
88263080	88274921	right	chr3
88280447	88384347	left	chr3
88389679	88453386	right	chr3
88458810	88550730	left	chr3
88556558	88643111	right	chr3
88648390	88775090	left	chr3
88780625	88832580	right	chr3
88838569	88901420	left	chr3
88907335	89016398	right	chr3
89022115	89102743	left	chr3
89108656	89229477	right	chr3
89235176	89367595	left	chr3
89372994	89464986	right	chr3
89470841	89609061	left	chr3
89614671	89769893	right	chr3
89775446	89833271	left	chr3
89839004	89908024	right	chr3
89913557	90068642	left	chr3
90074744	90206650	right	chr3
90212634	90442504	left	chr3
90448306	90614918	right	chr3
90620759	90729918	left	chr3
90735595	90833752	right	chr3
90839111	91546406	left	chr3
91552134	91649947	right	chr3
91661351	91713209	left	chr3
91724941	91753611	right	chr3
91765102	91995018	left	chr3
92012460	92489655	right	chr3
92564415	92776904	left	chr3
92783031	92886574	right	chr3
92892327	93145030	left	chr3
93150616	93306246	right	chr3
93311827	93403989	left	chr3
93409747	93800625	right	chr3
93806199	93817699	left	chr3
93835108	94151477	left	chr3
94295178	94823987	right	chr3
94829583	94956431	left	chr3
94962265	95122938	right	chr3
95128763	95249651	left	chr3
95255264	95370265	right	chr3
95376251	95462531	left	chr3
95468296	95537230	right	chr3
95554236	95686819	left	chr3
95692293	95795815	right	chr3
95801777	95830598	left	chr3
95836088	95887869	right	chr3
95893398	95956789	left	chr3
95962799	96089156	right	chr3
96094833	96227234	left	chr3
96232913	96336402	right	chr3
96341898	96353884	left	chr3
96359553	96399608	right	chr3
96405156	96497314	left	chr3
96502833	96617917	right	chr3
96623639	96802173	left	chr3
96807910	96894138	right	chr3
96899654	97014893	left	chr3
97020748	97153110	right	chr3
97158388	97434793	left	chr3
97440313	97584008	right	chr3
97595498	97607207	right	chr3
97612930	97722219	left	chr3
97733384	97934955	right	chr3
97940423	97952038	left	chr3
97957744	98107601	right	chr3
98113055	98124704	left	chr3
98141874	98187859	left	chr3
98193378	98291585	right	chr3
98297204	98406585	left	chr3
98412286	98423460	right	chr3
98440905	98463739	right	chr3
98469755	99096558	left	chr3
99107745	99199680	right	chr3
99205399	99274704	left	chr3
99280543	99355374	right	chr3
99360841	99447385	left	chr3
99452896	99545112	right	chr3
99550730	99700291	left	chr3
99705898	99872488	right	chr3
99878163	99981963	left	chr3
99987338	100005087	right	chr3
100016292	100033711	right	chr3
100039483	100148887	left	chr3
100154096	100263783	right	chr3
100269102	100286514	left	chr3
100303597	100315193	left	chr3
100326606	100372802	right	chr3
100378453	100401636	left	chr3
100407440	100435936	right	chr3
100442056	100499249	left	chr3
100504904	100907715	right	chr3
100913521	100930669	left	chr3
100936286	101062761	right	chr3
101068535	101177819	left	chr3
101183744	101304540	right	chr3
101310202	101373588	left	chr3
101379253	101471255	right	chr3
101476953	101534493	left	chr3
101539995	101804534	right	chr3
101810460	101867690	left	chr3
101873667	101948261	right	chr3
101954214	102103436	left	chr3
102109297	102178332	right	chr3
102184210	102201233	left	chr3
102235746	102374064	right	chr3
102379615	102408402	left	chr3
102413854	102477478	right	chr3
102483211	102592610	left	chr3
102609612	102833931	left	chr3
102839333	102971861	right	chr3
102977828	103058073	left	chr3
103063718	103075541	right	chr3
103081104	103201970	left	chr3
103219029	103386104	right	chr3
103391584	103408783	left	chr3
103414795	103426284	right	chr3
103431728	103523916	left	chr3
103529595	103621712	right	chr3
103627221	103742255	left	chr3
103748185	103817320	right	chr3
103822823	103920710	left	chr3
103926198	104121731	right	chr3
104127390	104213773	left	chr3
104231036	104461062	left	chr3
104466778	104627970	right	chr3
104633604	104708514	left	chr3
104714067	104789646	right	chr3
104795390	104899350	left	chr3
104904649	105077512	right	chr3
105083079	105163504	left	chr3
105169550	105181052	right	chr3
105198334	105221292	right	chr3
105226720	105307202	left	chr3
105312834	105393498	right	chr3
105399343	105698533	left	chr3
105704064	106031753	right	chr3
106037455	106112146	left	chr3
106118252	106135566	right	chr3
106152711	106164279	right	chr3
106169667	106583929	left	chr3
106589651	106779359	right	chr3
106785059	107141622	left	chr3
107147398	107716732	right	chr3
107728333	107745566	left	chr3
107750902	107992489	right	chr3
107998389	108124701	left	chr3
108130510	108234106	right	chr3
108239991	108297320	left	chr3
108302844	108475536	right	chr3
108481483	108573605	left	chr3
108579169	108630840	right	chr3
108636459	108682734	left	chr3
108688544	108739998	right	chr3
108745607	108987464	left	chr3
108992865	109085002	right	chr3
109091043	109205807	left	chr3
109211506	109228939	right	chr3
109234461	109602770	left	chr3
109608437	109637123	right	chr3
109648408	109746632	left	chr3
109752008	109844343	right	chr3
109849973	109953516	left	chr3
109959146	110028178	right	chr3
110033717	110091522	left	chr3
110097031	110166263	right	chr3
110171970	110252628	left	chr3
110257891	110344144	right	chr3
110350322	110413177	left	chr3
110419213	110528618	right	chr3
110534249	110718242	left	chr3
110723771	110861841	right	chr3
110867586	110936448	left	chr3
110942116	111086285	right	chr3
111091910	111293368	left	chr3
111298885	111413786	right	chr3
111419801	111442680	left	chr3
111459753	111488731	left	chr3
111494559	111505870	right	chr3
111534777	111666956	right	chr3
111672605	111816236	left	chr3
111822072	111977595	right	chr3
111983154	111994453	left	chr3
112000224	112046333	right	chr3
112057740	112207473	left	chr3
112213119	112316807	right	chr3
112328234	112431881	left	chr3
112437085	112448855	right	chr3
112466132	112546615	right	chr3
112552191	112649940	left	chr3
112655935	112782152	right	chr3
112788210	112880312	left	chr3
112897135	113012547	right	chr3
113018026	113184907	left	chr3
113190341	113288382	right	chr3
113294225	113664523	left	chr3
113825544	113974666	right	chr3
113986208	114037978	left	chr3
114043643	114199377	right	chr3
114204984	114331457	left	chr3
114336993	114434985	right	chr3
114440494	114498158	left	chr3
114509438	114774159	right	chr3
114779872	114900511	left	chr3
114906264	114935393	right	chr3
114952418	114975253	right	chr3
114981139	115061451	left	chr3
115078949	115101870	right	chr3
115107762	115234170	left	chr3
115251092	115360703	right	chr3
115366186	115469770	left	chr3
115475464	115487100	right	chr3
115504471	115521892	right	chr3
115527583	115693972	left	chr3
115699700	116016339	right	chr3
116044806	116056226	left	chr3
116062305	116183057	right	chr3
116188621	116412866	left	chr3
116418373	116861507	right	chr3
116866912	116993768	left	chr3
117016654	117034141	right	chr3
117045194	117062439	right	chr3
117068357	117465059	left	chr3
117470976	117516835	right	chr3
117522527	117545790	left	chr3
117551172	117632057	right	chr3
117637804	117740986	left	chr3
117746974	117913489	right	chr3
117919540	117994200	left	chr3
117999854	118126175	right	chr3
118132073	118166761	left	chr3
118172562	118235593	right	chr3
118241297	118258451	left	chr3
118264331	118385320	right	chr3
118390972	118522904	left	chr3
118534460	118620966	right	chr3
118626515	118712797	left	chr3
118718448	118775895	right	chr3
118781769	118845063	left	chr3
118867923	118914265	left	chr3
118920007	118994590	right	chr3
119011688	119086616	left	chr3
119092583	119190044	right	chr3
119195735	119316456	left	chr3
119322570	119339767	right	chr3
119345435	119402741	left	chr3
119408502	119546639	right	chr3
119552461	119655749	left	chr3
119661409	119742214	right	chr3
119753388	119931714	left	chr3
119943369	120041038	right	chr3
120046801	120115893	left	chr3
120127498	120231005	right	chr3
120236834	120299814	left	chr3
120305647	120414661	right	chr3
120420820	120443684	left	chr3
120449113	120483766	right	chr3
120489412	120575782	left	chr3
120581638	120696756	right	chr3
120702483	120799950	left	chr3
120805585	120921015	right	chr3
120926692	120943891	left	chr3
120949585	121018505	right	chr3
121024085	121173847	left	chr3
121179580	121754418	right	chr3
121760161	121892883	left	chr3
121898545	121921433	right	chr3
121944505	122024878	left	chr3
122030736	122133919	right	chr3
122139887	122208903	left	chr3
122214664	122335508	right	chr3
122340885	122352616	left	chr3
122364164	122438809	left	chr3
122444784	122548072	right	chr3
122553979	122577131	left	chr3
122582725	122605523	right	chr3
122611514	122743610	left	chr3
122749198	122835450	right	chr3
122841209	122916324	left	chr3
122921939	122939358	right	chr3
122950826	123094264	left	chr3
123100176	123111533	right	chr3
123117212	123186591	left	chr3
123192333	123289896	right	chr3
123295570	123353176	left	chr3
123358844	123606383	right	chr3
123611987	123703746	left	chr3
123709336	123767196	right	chr3
123772871	124014492	left	chr3
124025786	124037172	right	chr3
124042902	124290367	left	chr3
124296121	124428254	right	chr3
124433849	124566370	left	chr3
124577610	124652720	right	chr3
124658224	124750471	left	chr3
124756206	124905443	right	chr3
124911212	125020564	left	chr3
125026523	125095368	right	chr3
125100905	125141564	left	chr3
125147152	125227397	right	chr3
125239159	125262283	left	chr3
125267749	125348208	right	chr3
125353846	125417556	left	chr3
125423212	125445931	right	chr3
125457428	125475096	right	chr3
125480341	125595564	left	chr3
125601577	125676362	right	chr3
125687757	125716476	left	chr3
125722155	125865795	right	chr3
125871755	126038514	left	chr3
126043913	126072950	right	chr3
126101786	126314190	left	chr3
126325823	126469891	right	chr3
126486584	126498440	left	chr3
126503840	126630655	right	chr3
126636308	126756897	left	chr3
126762831	126843545	right	chr3
126849124	126952599	left	chr3
126958470	127050510	right	chr3
127055929	127171127	left	chr3
127177022	127637114	right	chr3
127642672	127700047	left	chr3
127705729	127821142	right	chr3
127826759	128056578	left	chr3
128068215	128085556	right	chr3
128090877	128470831	left	chr3
128476215	128533939	right	chr3
128539713	128637452	left	chr3
128643308	128781154	right	chr3
128786588	128907428	left	chr3
128919218	128994068	right	chr3
128999764	129039997	left	chr3
129045384	129240903	right	chr3
129247019	129269685	left	chr3
129292829	129304571	left	chr3
129321520	129528889	right	chr3
129534277	129660842	left	chr3
129666348	129787386	right	chr3
129792892	129913651	left	chr3
129919502	129983017	right	chr3
129988731	130034527	left	chr3
130040461	130247505	right	chr3
130253327	130575017	left	chr3
130580592	130822543	right	chr3
130833907	131000777	right	chr3
131011871	131023753	right	chr3
131029273	131058021	left	chr3
131080835	131190290	left	chr3
131196217	131322753	right	chr3
131334287	132035121	left	chr3
132040845	132069885	right	chr3
132081169	132092601	right	chr3
132098676	132110102	left	chr3
132115638	132127496	right	chr3
132132863	132265185	left	chr3
132270955	132340191	right	chr3
132345755	132357141	left	chr3
132363211	132403570	right	chr3
132409128	132524320	left	chr3
132529743	132593252	right	chr3
132598865	132708023	left	chr3
132713602	132943603	right	chr3
132949357	132978431	left	chr3
132983886	133162591	right	chr3
133167957	133472828	left	chr3
133478490	133570605	right	chr3
133576535	133674109	left	chr3
133679769	133696928	right	chr3
133702655	133771616	left	chr3
133777443	133880969	right	chr3
133887034	133990374	left	chr3
133996071	134116648	right	chr3
134145675	134156851	left	chr3
134174047	134272189	right	chr3
134277743	134318043	left	chr3
134323586	134340908	right	chr3
134347026	134461676	left	chr3
134467642	134525185	right	chr3
134530571	134565488	left	chr3
134570810	134645852	right	chr3
134651534	134743658	left	chr3
134749308	134852669	right	chr3
134858407	134933569	left	chr3
134939283	135031193	right	chr3
135036823	135146345	left	chr3
135151733	135841598	right	chr3
135847675	135864772	left	chr3
135870336	135997110	right	chr3
136002851	136129460	left	chr3
136134835	136152559	right	chr3
136157895	136520196	left	chr3
136526063	136543247	right	chr3
136548996	136658476	left	chr3
136663989	136928488	right	chr3
136934473	137095240	left	chr3
137101155	137227458	right	chr3
137233076	137302264	left	chr3
137307925	137325558	right	chr3
137336764	137354341	right	chr3
137359969	137480668	left	chr3
137486134	137607050	right	chr3
137612539	137624555	left	chr3
137630045	137664506	right	chr3
137670242	137767897	left	chr3
137785126	138245480	right	chr3
138250814	138273873	left	chr3
138279672	138492529	right	chr3
138498315	138561398	left	chr3
138567284	138716750	right	chr3
138722577	138745530	left	chr3
138751252	138774191	right	chr3
138780267	138912233	left	chr3
138918181	138969872	right	chr3
138975762	139090839	left	chr3
139107845	139763343	left	chr3
139769108	139912651	right	chr3
139918565	140068165	left	chr3
140073618	140229258	right	chr3
140240322	140252152	right	chr3
140257921	140269169	left	chr3
140274901	140447788	right	chr3
